label,embedding
3,6.428981:0.0:0.0:12.582368:0.0:3.2720532:0.0:8.150874:0.0:0.0:0.0:0.0:0.0:0.0:0.92403287:0.0:0.0:0.0:0.0:2.5860372:4.7922115:7.027954:0.0:2.0977864:0.5372629:3.8111684:0.0:0.0:6.184103:14.038201:8.034367:5.6858225:0.0:0.0:0.0:7.718215:0.0:0.034629673:0.0:0.0:0.0:0.0:3.6698346:2.652239:0.0:0.0:0.0:0.0:1.0163839:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.939142:0.0:0.0:0.0:0.0:0.0:0.0:5.1334314:0.0:0.0:0.0:5.89721:3.475663:14.067208:7.485539:9.727447:0.0:1.0279877:0.0:0.7607142:0.0:11.398444:7.0317082:6.1572137:11.839898:0.0:0.70480615:0.0:3.887829:10.961573:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.329733:0.0:0.0:6.033837:0.0:0.0:0.6039567:0.0:0.0:0.0:4.47228:1.7795755:0.0:8.360324:2.7235572:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8030568:0.0:0.0:0.0:0.0:0.0:4.4055576:0.0:0.0:0.0:0.25227308:0.0:9.055622:0.0:0.0:0.0:0.0:3.1675982:2.7420774:0.0:0.0:0.0:0.0:0.0:9.151058:5.1802297:0.5408961:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.9961739:0.0:0.0:0.0:0.0:7.1106844:0.0:0.0:3.5310497:0.0:0.0:1.7768954:3.9031508:0.0:0.0:0.0:6.8852406:9.8289:4.2305427:0.0:0.4563119:0.0:3.7023897:3.6226957:8.000037:0.0:0.0:0.0:1.2370536:7.002981:0.0:0.14836174:0.0:0.3424967:5.5581975:0.0:0.46926275:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.9435244:0.1705709:0.0:0.15621035
2,6.2415547:0.0:0.0:1.9275702:0.0:0.7182425:0.0:10.037656:0.0:0.0:0.0:0.0:0.0:0.0:10.045222:0.0:0.0:0.0:2.7138016:0.0:9.615804:6.1262994:2.0449743:0.0:0.0:1.5009285:0.0:0.0:8.559802:10.215334:12.044205:4.854969:0.0:0.0:0.0:10.411505:0.0:0.0:0.0:0.0:0.0:0.0:1.1904817:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:12.216898:0.0:0.0:2.7291238:0.0:0.0:0.0:0.0:0.0:0.0:1.5401314:1.0613258:4.585692:10.339107:0.0:10.505882:0.0:0.0:1.7089776:0.0:0.0:5.7601323:2.5992622:2.2809277:3.9261467:0.0:0.0:0.0:11.497554:15.525213:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:8.498872:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.4560337:0.0:0.0:3.3038237:0.0:0.0:0.0:12.021371:0.0:0.0:0.0:4.869929:0.0:6.068712:0.0:0.0:1.0328501:0.0:1.8319685:0.62678725:0.23010153:8.580188:6.590407:3.7546072:0.0:0.0:1.4327914:0.01143457:0.2884699:0.0:0.0:0.0:0.0:1.7014998:2.2317553:3.674641:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.0464178:0.0:3.4720871:0.14674665:0.0:0.0:4.3159475:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.14969:6.9660993:10.50735:0.0:3.7749429:0.0:0.0:0.0:4.7530537:0.21208265:0.0:2.2187703:0.0:2.7195935:0.0:0.0:2.123844:7.3662925:4.3946886:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.0961285:0.0:0.0:3.2874823
1,0.4816503:6.149674:0.0:5.8857756:0.0:0.0:0.0:3.953863:0.0:0.0:1.370089:0.0:0.0:0.0:4.849488:0.0:0.0:0.0:0.0:0.0:8.953767:0.0:0.0:1.3416392:0.2689309:5.498571:0.0:0.0:8.121545:11.80588:11.824013:8.586698:0.0:0.0:0.0:13.315643:0.0:0.0:0.0:0.0:0.0:0.0:7.675153:0.0:0.0:0.0:0.0:0.0:0.0:0.0:10.088805:0.0:0.0:0.0:3.2035844:0.0:0.0:12.3556795:0.0:0.0:0.0:0.0:0.0:5.33048:0.0:0.0:0.0:0.0:4.6256433:0.0:10.675497:0.0:4.2353415:0.0:2.4070284:0.5913658:1.5125394:0.0:4.672754:2.7546706:1.5605109:5.3831916:0.0:0.22944993:0.0:3.3573265:11.160872:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.973784:0.0:0.0:0.0:0.054256193:0.0:0.0:4.7336144:0.0:0.0:0.0:6.1854467:0.0:2.1382015:0.0:0.0:0.0:0.0:2.9062328:0.0:0.0:0.0:0.16632609:4.8940344:3.034626:1.4806646:0.0:0.5275316:0.76633394:1.5194727:0.0:0.0:3.3529682:7.432802:2.320368:7.3189583:0.0:0.0:0.0:5.9369135:0.0:2.3857582:0.0:0.0:0.0:0.0:8.461101:2.981488:0.0:0.0:0.0:0.0:2.237981:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.921171:0.10371851:0.0:0.0:0.0:0.0:0.0:1.7051163:0.0:0.0:0.22239308:6.2883205:3.3789997:4.8729033:5.616576:6.6215005:0.0:2.9619918:0.0:0.0:0.0:4.753491:0.0:5.8853703:7.4791594:0.0:0.0:0.0:0.22950906:9.956095:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.0126424:0.0:0.0:6.5007296
3,6.6829066:0.6981347:0.0:0.0:0.0:1.616251:0.0:12.320808:0.0:0.0:1.1897:0.0:0.0:0.0:13.0590925:0.0:0.0:0.0:0.0:0.0:11.349009:11.193996:4.586927:5.7239466:0.0:8.213167:0.0:0.0:13.61083:12.074698:21.077398:1.6494684:0.0:0.0:0.0:14.338219:0.0:0.0:0.0:0.0:0.0:0.75317734:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.326506:0.0:0.0:12.725421:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.930908:13.310616:0.0:10.241391:0.0:0.0:3.7741506:0.028674226:0.0:4.1255894:4.8065796:0.0:0.26428264:0.0:0.0:0.0:8.388075:16.379217:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:14.283169:0.0:0.0:0.0:0.0:3.2005072:0.0:2.7717226:0.0:0.0:0.0:9.187393:0.0:2.0321772:0.0:0.0:0.0:0.0:5.4159102:0.0:0.0:0.0:0.0:4.122183:4.387617:6.155793:0.0:3.605609:2.9651372:0.0:0.0:0.0:3.491627:5.809665:5.2237716:0.0:0.0:0.0:0.0:8.048077:3.8595262:1.0214992:0.0:0.0:0.0:0.0:4.9443145:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.9217362:1.999366:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7423627:0.0:6.2248006:1.8246164:5.5652823:0.0:1.9813058:2.250578:0.0:0.0:1.459778:2.8364077:5.423031:7.1684904:0.0:0.0:0.0:0.0:8.622477:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.475405:0.0:0.0:2.576852
2,2.8083696:0.0:0.0:7.0800843:0.0:0.37485126:0.0:5.4160876:0.0:0.0:0.0:0.0:0.0:0.0:1.8740212:0.0:0.0:0.0:0.0:0.0:5.1779175:5.4398775:0.0:0.76381445:1.541465:2.6262565:0.0:0.0:5.1152077:8.465192:5.537753:4.69073:0.0:0.0:0.0:6.1610165:0.0:0.96460366:0.0:0.0:0.0:0.0:2.3179138:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.013686384:0.0:0.0:0.0:0.0:9.4832325:0.35396063:0.0:0.0:0.0:0.0:0.0:0.37342173:0.0:0.0:0.0:1.8784041:0.0:9.693791:3.1945357:4.5860343:0.0:0.0:0.6847271:0.0:0.0:7.9969077:2.6321652:0.64453506:5.4656453:0.0:0.0:0.0:1.8526292:8.328857:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.735458:0.0:0.0:2.7750685:0.0:0.0:2.7345662:0.0:0.0:0.0:0.85595083:6.9417415:0.0:7.411623:3.389246:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.4181175:0.6740812:1.2455661:0.0:0.0:5.8150363:3.834235:0.0:0.0:0.0:0.0:1.5555693:7.4333873:7.7157636:0.0:0.0:0.0:1.6367545:5.1332893:0.0:1.7197804:0.40078253:0.0:0.0:16.191923:0.0:5.796475:0.0:0.0:0.0:0.0:0.06428166:0.0:0.0:0.22171196:0.0:0.0:0.0:0.0:2.3031125:0.0:0.0:2.8362532:0.0:0.0:7.0216665:1.7557569:0.0:0.0:0.0:11.467381:16.208399:10.594311:0.0:0.0:0.0:3.0282788:0.0:4.743738:0.0:0.8946649:1.4017297:7.492566:12.856805:0.0:0.0:0.0:0.021490213:11.828372:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.6737275:1.9182621:0.0:2.0024085
3,10.944014:0.0:0.0:16.001873:0.0:5.407721:0.0:9.325568:0.0:0.7655829:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.8322582:3.074:3.5068657:0.0:0.0:2.1221066:5.5469475:0.0:0.0:1.8682677:13.556759:6.379423:4.2831497:0.0:0.0:0.0:0.88291883:0.0:7.4062076:0.0:0.0:0.0:0.0:3.343049:7.8524437:0.0:0.0:0.0:0.0:1.7138135:0.0:0.0:0.0:1.8182814:0.0:0.0:0.0:0.0:12.317029:0.0:0.0:0.0:0.0:0.0:1.748223:11.653817:0.0:0.0:2.9972923:4.7751956:0.76785004:12.167134:10.495011:10.289876:0.0:2.0798244:0.5813292:0.0:0.0:9.902234:6.0813723:5.5114927:14.681872:0.0:0.0:3.4980888:6.807971:13.197761:0.0:0.0:3.7855055:0.0:0.0:0.0:0.0:0.0:0.0:8.08817:0.0:0.0:10.883098:0.0:0.0:0.0:1.2151697:0.0:2.6968553:1.3304349:7.7748756:0.0:4.193228:0.0:0.0:0.0:0.0:0.46955556:0.0:0.0:0.0:0.0:1.859659:3.4883606:0.0:0.0:5.0303087:2.5812168:0.0:0.0:0.0:4.813849:9.381385:11.736256:0.0:0.0:0.0:0.0:11.135249:7.6811423:0.0:0.0:0.0:0.0:0.0:3.0830529:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.1136208:0.0:0.0:0.0:0.0:0.0:3.451857:0.0:0.0:0.0:0.0:3.8638706:2.1589642:6.598031:1.2987962:6.2529535:0.0:3.5911827:0.020289782:1.3265388:0.0:3.010674:2.5886092:4.633523:4.7074733:0.0:0.0:0.0:0.0:13.261573:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.2245016:0.0:0.0:0.0
1,2.5193617:0.0:0.0:7.6892867:0.0:0.0:0.0:7.251064:0.0:0.0:0.0:0.0:0.0:0.0:5.2876863:0.0:0.0:0.0:0.0:0.0:5.008509:3.8674884:0.0:1.5518972:0.0:3.5852203:0.0:0.0:5.8758554:6.066748:1.2447056:5.891767:0.0:0.0:0.0:2.969986:0.0:0.9737086:0.0:0.0:0.0:0.0:6.749833:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.36537117:0.0:0.5648766:0.0:0.0:0.0:0.0:9.6765785:0.0:0.0:0.0:0.0:0.0:0.2816797:3.190939:0.0:0.0:1.2275875:2.0240827:0.40593946:8.151647:3.3673065:6.9166822:0.0:0.0:0.81856:0.0:0.0:5.7276626:0.0:2.9624975:5.675386:0.0:0.0:0.0:2.3920448:5.5787444:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.2002807:0.0:0.0:7.5177507:0.0:0.0:0.0:4.13819:0.0:0.0:0.0:6.054574:0.0:2.033175:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.6582975:2.044113:7.6732903:2.544433:0.0:8.26875:0.0:3.0408053:0.0:0.0:4.623444:9.596249:6.125872:11.200836:0.0:0.0:0.0:1.8142681:0.0:0.08818089:0.0:0.0:0.0:0.0:11.573597:3.2567096:0.0:0.0:0.0:0.0:1.083829:0.0:0.0:0.0:2.9599526:0.0:0.0:0.0:0.0:12.104389:0.31310943:0.0:0.0:0.0:0.0:1.7676218:0.88748807:0.0:0.0:0.22333343:12.137936:6.511381:6.296333:6.9641466:5.3549595:0.0:4.6954074:0.0:0.0:0.0:4.949967:0.0:6.889733:13.836581:0.0:0.0:0.0:0.0:10.643782:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.7494495:0.0:0.0:10.386518
3,0.0:0.0:0.0:0.0:0.0:1.7360098:0.0:8.462494:0.0:0.2997769:1.3130493:0.0:0.0:0.0:1.1580082:0.0:0.0:0.0:0.99451816:0.48081475:3.6113787:0.35330763:0.0:0.0:0.0:0.66158533:0.0:0.0:3.0473998:4.8738008:7.112374:0.53696144:0.0:0.0:0.0:7.038738:1.0866915:0.0:0.0:0.0:0.0:0.0:4.3816676:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.912769:0.0:0.0:0.0:0.0:0.0:0.0:4.480568:0.0:0.0:1.2482888:0.0:0.0:0.01716933:1.127897:0.0:0.0:0.0:2.2358255:5.001188:4.7605586:0.0:2.2247615:0.0:0.0:2.8344095:1.7688004:0.0:0.40694517:0.77421856:0.9870605:2.8241389:0.0:0.0:0.0:2.4384358:7.403548:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.9460742:0.0:0.0:0.0:0.0:2.112436:0.0:0.5334802:0.0:0.0:0.0:3.6029367:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.9308538:7.674136:2.6768324:1.3616885:0.0:5.938021:0.72275126:0.0:0.0:0.0:0.0:5.191096:5.6485977:3.5422742:0.0:0.0:0.0:1.0687053:0.0:0.0:0.0:0.29839516:0.0:0.0:3.8048034:1.8830184:0.097555704:0.0:0.0:0.0:4.525467:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.0748284:0.0:0.0:0.0:0.0:0.0:0.18356657:0.0:0.0:0.0:0.0:7.881758:5.578051:0.8330061:4.671293:3.10907:0.0:3.886878:0.0:0.0:0.0:0.2986656:4.9530888:5.9581933:7.522922:0.0:0.0:0.0:0.0:8.81101:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.192267:0.0:0.0:2.9969578
3,3.627864:0.18922268:0.0:0.0:0.0:1.6203046:0.0:9.31761:0.0:0.0:1.8135606:0.0:0.0:0.0:9.370316:0.0:0.0:0.0:2.5788608:0.0:9.924308:4.9945073:1.9662596:0.10427417:0.0:4.0185094:0.0:0.0:8.530663:7.0048375:10.295833:1.197388:0.0:0.0:0.0:6.4773245:0.0:0.0:0.0:0.0:0.0:0.0:0.23670034:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.689761:0.0:0.0:2.4818084:0.0:0.0:0.0:0.0:0.0:0.0:0.4007172:0.0:2.9611306:10.432668:0.0:5.0499334:0.0:0.0:0.6150807:0.0:0.0:2.5940568:2.166545:0.0:0.0:0.0:0.0:0.0:9.207364:7.9574294:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.9695506:0.0:0.0:0.0:0.0:2.9330084:0.0:0.0:0.0:0.0:2.6893194:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.2017035:0.0:0.0:0.0:0.0:0.0:8.019182:9.695522:0.0:8.928778:0.0:1.0128527:0.0:0.0:0.751603:7.226486:5.8947453:5.949365:0.0:0.0:0.0:4.2477136:1.9172188:0.0:0.2154967:0.0:0.0:0.0:4.437431:0.81786996:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.024529:0.0:0.0:9.700504:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.8891706:3.2885597:5.4003477:0.0:5.7832546:0.0:0.0:0.0:1.0245922:0.0:3.700609:4.5826645:3.4326315:4.691468:0.0:0.0:0.0:0.0:7.7666426:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.5045714:1.1428062:0.0:2.733108
0,0.0:0.0:0.0:4.320229:0.0:2.6117575:0.0:8.615649:0.0:0.0:0.0055392683:0.0:0.0:0.0:0.216881:0.0:0.0:0.0:0.0:0.27955946:5.361307:5.487669:0.0:3.3879466:0.0:4.1383376:0.0:0.0:4.9166617:6.9348416:3.0085454:3.2806304:0.0:0.0:0.0:7.042365:0.0:0.0:0.0:0.0:0.0:0.0:0.8960017:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.20846373:0.0:1.2316422:4.300723:0.0:0.0:0.0:0.0:0.0:0.23644009:0.0:0.0:0.0:0.0:1.6360252:2.2114058:9.4572:2.1183217:4.0871835:0.0:0.0:1.046629:1.1490893:0.0:6.4359026:6.195204:0.0:1.3575577:0.0:0.0:0.0:0.0:6.1628647:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.251701:0.0:0.0:2.6446977:0.0:0.80350816:0.0:0.0:0.0:0.0:0.0:10.830955:0.0:1.5055108:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.9846997:3.4926732:4.5347056:0.13572581:0.0:7.841903:0.9183591:0.0:0.0:0.0:1.3345865:4.0667305:5.8597374:5.393402:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.064386:0.0:0.0:7.0106015:0.0:0.0:0.0:0.0:0.0:1.1413022:0.0:0.0:0.0:1.0298562:0.0:0.0:0.0:0.0:4.6500664:0.0:0.0:0.0:0.0:0.0:3.9318767:1.6800706:0.0:0.0:0.0:9.67635:8.612891:5.245594:4.4995112:0.43283013:0.0:3.1185818:0.0:0.0:0.0:2.1969998:3.4475322:6.51957:12.687307:0.0:0.0:0.0:0.0:8.915931:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.498443:0.0:0.0:7.26741
1,4.074965:0.9118925:0.0:0.0:0.0:0.0:0.0:7.8422956:0.0:0.0:0.0:0.0:0.0:0.0:7.226662:0.0:0.0:0.0:0.36446983:0.0:6.2187467:4.086962:0.18746792:1.3709863:0.0:0.7724744:0.0:0.0:6.4251194:5.8722663:10.29172:1.9148438:0.0:0.0:0.0:6.2678657:0.0:0.0:0.0:0.0:0.0:0.0:1.0869541:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.385033:0.0:0.0:0.10725692:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.110668:0.65373194:7.800936:0.0:5.120046:0.0:0.0:0.47494933:0.0:0.0:2.3826828:1.3629134:2.3724813:1.9463441:0.0:0.0:0.0:2.5082202:7.5634155:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.312373:0.0:0.0:0.0:0.0:5.6840963:0.0:0.0:0.0:0.0:1.7608798:4.8881454:0.0:0.0:0.0:0.0:0.0:0.0:5.6607866:0.0:0.0:0.0:0.12578167:0.0:7.1076236:4.49277:0.0:2.5164125:0.0:0.0:0.0:0.0:5.254572:4.4513116:13.366661:1.3025188:0.0:0.0:0.0:6.7645926:1.1615286:0.032921065:0.0:0.0:0.0:0.0:2.059134:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.6029022:0.0:0.0:5.6321135:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.545149:0.0:6.301456:0.0:3.53433:0.0:0.0:4.842033:0.0:0.0:0.7126136:3.5088084:3.622838:4.467601:0.0:0.0:0.0:0.23730758:9.336673:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.2262697:0.0:0.0:0.0
1,1.6485167:0.0:0.0:8.004761:0.0:1.764767:0.0:5.2631254:0.0:0.0:0.0:0.0:0.0:0.0:0.82481617:0.0:0.0:0.0:0.0:1.5976534:5.6209793:6.2845654:0.0:0.0:1.5109397:3.9761455:0.0:0.0:6.397525:12.030298:7.0609045:6.477565:0.0:0.0:0.0:9.42022:0.0:0.0:0.0:0.0:0.0:0.0:3.5513556:0.7652894:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:12.24814:0.0:0.0:0.0:0.0:0.0:0.0:0.69997853:0.0:0.0:0.0:3.0523298:0.39144266:11.299845:4.358143:5.0534153:0.0:0.46639648:0.0:1.4430217:0.0:8.994748:3.3772197:2.43769:7.566258:0.0:1.0970743:0.0:3.7172048:11.156953:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.393494:0.0:0.0:3.5964544:0.0:2.3712575:3.717664:0.0:0.0:0.0:0.0:5.56915:0.0:5.38559:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.7016273:6.5889072:2.6360726:0.5243179:0.0:14.489802:4.0843816:0.0:0.0:0.0:0.0:6.237014:10.964386:10.121781:0.0:0.0:0.0:0.0:4.3344297:0.0:0.0:2.7992325:0.0:0.0:18.034035:2.024007:3.8460138:0.0:0.0:0.0:1.6634355:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.1054457:0.0:0.0:0.7004668:0.0:0.0:5.831403:2.1968307:0.0:0.0:0.0:18.045692:16.387564:9.463602:3.8939865:0.93326664:0.0:11.168703:0.0:1.8132356:0.0:0.67406064:3.9604604:12.233741:17.898458:0.0:0.0:0.0:0.0:14.181607:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:6.285572:2.0970333:0.0:6.305046
2,2.1793282:0.0:0.0:7.036196:0.0:0.0:0.0:5.453391:0.0:0.0:0.0:0.0:0.0:0.0:0.83656055:0.0:0.0:0.0:0.0:0.0:3.909478:5.5582843:0.0:5.988284:0.0:2.544666:0.0:0.0:4.382066:9.87083:5.584713:6.443896:0.0:0.0:0.0:2.5647414:0.0:0.0:0.0:0.0:0.0:0.0:6.6959367:0.23722026:0.0:0.0:0.0:0.0:2.7438278:0.0:0.0:0.0:0.31234714:0.0:0.0:0.0:0.0:10.081067:0.0:0.0:0.0:0.0:0.0:3.0379353:3.782247:0.0:0.0:0.0:6.508445:5.3246484:11.041003:5.6144557:6.645213:0.0:0.0:0.6759312:0.6142225:0.0:6.4573083:3.8126185:3.3392155:8.753019:0.0:0.0:0.0:0.0:5.435696:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:3.4396973:0.0:0.0:6.9821296:0.0:0.0:0.0:0.0:0.0:0.0:0.0:2.4247923:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.4490557:0.0:1.1385641:3.5390003:0.0:13.643445:2.4925861:0.0:0.0:0.0:0.0:4.3037133:8.468768:2.7857592:0.0:0.0:0.0:0.0:3.2261944:0.0:0.0:0.0:0.0:0.0:6.675825:2.1060548:2.5475857:0.0:0.0:0.0:4.638588:0.0:0.0:0.44299176:1.1555254:0.0:0.0:4.6940675:0.0:0.76457536:0.0:0.0:2.606966:0.0:0.0:5.5360875:1.9425621:0.0:0.0:0.0:10.60329:13.843439:7.729486:2.3916194:1.4663934:0.0:0.0:0.92064357:4.4380193:0.0:2.1600785:3.4835224:2.7807384:7.0915675:0.0:0.0:0.0:0.0:4.5797224:0.0:1.4348618:0.0:0.0:0.0:0.0:0.0:0.0:0.0:1.5818223:5.3344545:0.0:4.63648
1,2.814498:0.0:0.0:6.5585027:0.0:0.0:0.0:5.581311:0.0:0.0:0.0:0.0:0.0:0.0:2.421117:0.0:0.0:0.0:0.0:0.0:3.2312443:3.302722:0.0:4.7686667:0.0:3.2906427:0.0:0.0:4.8923974:3.4855525:0.0:2.0877793:0.0:0.0:0.0:0.37140357:0.0:0.79762626:0.0:0.0:0.0:0.0:0.43736997:0.0:0.0:0.8471428:0.0:0.0:0.09082552:0.0:1.7579046:0.0:0.0:0.0:0.0:0.0:0.0:2.3167403:0.0:0.0:0.0:0.0:0.0:0.0:2.5312204:0.0:0.0:0.92666346:0.0:0.0:5.3478217:1.7309266:5.9737277:0.0:0.0:0.8751015:0.0:0.0:3.669268:3.9150047:0.52605295:0.18741837:0.0:0.0:2.0997972:0.0:1.7702055:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.5880923:0.0:0.0:4.1783695:0.0:0.92437327:0.0:3.188852:0.0:0.0:0.0:2.7510562:0.0:0.81714094:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.8276315:4.1933784:2.217812:0.0:6.5632806:1.2393785:0.0:0.0:0.0:0.63949704:7.2597094:8.103797:3.9799027:0.0:0.58202815:0.0:0.0:0.0:0.0:0.0:0.9700549:0.0:0.0:9.609096:3.6266546:0.0:0.0:0.0:0.0:2.778909:0.0:0.0:0.0:1.5715845:0.0:0.0:0.0:0.0:5.8871865:0.8936779:0.0:0.0:0.0:0.0:3.6857083:1.2357552:0.0:0.0:0.0:9.274213:3.2866986:1.7328258:5.3145137:3.3545053:0.0:8.070058:0.0:0.0:0.0:1.5411884:1.7004812:5.2925353:11.853516:0.0:0.0:0.0:0.0:8.852582:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:5.774931
3,2.5633328:0.0:0.0:11.476356:0.0:3.799021:0.0:8.460279:0.0:0.0:0.0:0.0:0.0:0.0:0.27428097:0.0:0.0:0.0:3.7857006:0.8430068:5.959364:7.6698995:0.0:2.5452905:1.3622595:5.2628756:0.0:0.0:7.918498:12.632233:4.4363832:7.5818124:0.0:0.0:0.0:6.8238144:0.0:0.0:0.0:0.0:0.0:0.0:3.2069867:1.7042753:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.074503:0.0:0.0:0.0:0.0:0.0:0.0:2.9957483:0.0:0.0:0.0:4.4597135:6.499884:11.83401:6.022427:8.605883:0.0:0.0:0.0:4.1046596:0.0:10.787841:7.429562:6.254593:10.814231:0.0:0.8164113:0.0:7.3738284:11.422522:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:7.030586:0.0:0.0:6.581257:5.2254696:2.348425:0.0:6.692862:0.0:6.13807:0.0:5.756811:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:11.177623:4.3593426:0.0:8.151463:0.0:5.9400167:0.0:0.0:8.251119:11.389212:12.789981:7.6803017:0.0:0.0:0.0:9.993708:0.0:0.0:0.0:0.0:0.0:0.0:3.8770933:0.0:0.0:0.0:0.0:0.0:1.5271646:0.0:2.3406024:0.0:0.0:0.0:2.102659:0.0:1.2316048:5.039077:0.0:0.0:0.0:0.0:0.0:2.9166648:0.0:0.0:0.0:1.952945:4.4787054:0.0:9.279411:3.1428583:11.56393:0.0:0.0:0.0:0.0:0.0:8.1559:12.630358:0.0:3.0829082:0.0:0.3452009:0.0:0.12013948:14.600456:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:0.0:4.391372:0.0:0.0:1.2608773
